name,total,min,max,median
"Гапчинська_Євгенія_Геннадіївна",769,8,50,20.0
"Хоткевич_Гнат_Мартинович",760,9,72,22.0
"Т-150К_(трактор)",756,8,42,24.0
"Бій_на_Римарській",753,2,227,11.5
"Кузьмук_Олександр_Іванович",752,10,44,24.0
"Дозор-Б",729,10,50,21.5
"Турбоатом",727,3,51,19.0
"Косач_Михайло_Петрович",724,6,43,21.0
"Потебня_Олександр_Опанасович",723,6,46,20.0
5'nizza,716,12,53,21.5
"Багалій_Дмитро_Іванович",712,7,69,18.0
"Кушнарьов_Євген_Петрович",708,4,38,23.0
"Павелко_Андрій_Васильович",704,7,54,19.5
"Стефанов_Олег_Дмитрович",703,1,82,15.5
"Шокін_Віктор_Миколайович",701,7,61,19.0
"Шевчук_Станіслав_Володимирович",687,5,119,14.0
"Кириченко_Раїса_Опанасівна",685,10,36,23.0
"Степовий_Яків_Степанович",685,6,46,19.0
"Бурмака_Марія_Вікторівна",684,7,49,18.5
"Покровський_собор_(Харків)",678,5,45,18.5
"Сидоренко_Олександр_Аркадійович",668,7,53,18.5
"Ніколюк_Віктор_Дмитрович",663,11,43,19.0
"Бєлоусов_Євген_Вікторович",655,6,43,19.0
"Стець_Юрій_Ярославович",648,8,47,20.0
"Іваненко_Оксана_Дмитрівна",635,5,48,20.0
"Остроградський_Михайло_Васильович",634,4,48,17.0
"Шевельов_Юрій_Володимирович",626,5,37,18.5
"Перенесення_столиці_УСРР_з_Харкова_до_Києва",620,3,44,17.5
"Франко_Петро_Іванович",619,2,34,18.0
"Полонська-Василенко_Наталія_Дмитрівна",619,7,45,16.0
"Вірський_Павло_Павлович",606,5,34,18.0
"Яровий_Сергій_Анатолійович",602,2,37,18.0
"Мікац_Олег_Михайлович",595,8,31,18.5
"Півоваренко_Павло_Васильович",588,3,166,10.5
"Харківська_школа_романтиків",587,2,59,15.5
"Алчевська_Христина_Данилівна",576,4,39,17.0
"Галовський_де_Ласерда_Едмар",573,0,63,8.5
"Петренко_Олег_Миколайович",573,5,56,11.5
"Кірш_Олександр_Вікторович",570,3,68,14.5
"Ушкалов_Леонід_Володимирович",568,4,68,13.5
"Левитський_Микола_Васильович",562,2,35,16.0
"Пшонка_Віктор_Павлович",557,4,30,17.5
"Бучма_Амвросій_Максиміліанович",551,3,108,14.0
"Папа_Гує",546,4,105,13.0
"Голомша_Микола_Ярославович",534,6,47,14.5
"Ужвій_Наталія_Михайлівна",530,4,31,17.0
"Харківська_міська_рада",527,6,38,16.0
"Фатєєва_Наталя_Миколаївна",524,2,105,10.5
"Погорєлов_Олексій_Васильович",524,1,91,9.5
"Однороженко_Олег_Анатолійович",519,2,72,11.5
"Харків_(річка)",519,4,45,13.5
"Майк_Йогансен",518,3,34,16.0
"Міжнародний_аеропорт_«Харків»",516,5,58,13.5
"Національний_технічний_університет_«Харківський_політехнічний_інститут»",509,5,27,15.0
"Україна_(велосипед)",504,8,29,15.0
"Райнін_Ігор_Львович",504,4,27,16.0
"Тайсон_Барселлос_Фреда",497,4,41,14.0
"Лавринович_Олександр_Володимирович",494,3,61,12.0
"Аласанія_Зурабі_Григорович",492,5,69,10.0
"Клуб_сімейного_дозвілля",488,6,25,15.0
"Богатирьова_Раїса_Василівна",488,4,28,16.0
"3-тя_бригада_оперативного_призначення_НГ_(Україна)",486,5,32,14.5
"Петренко_Михайло_Миколайович",482,4,42,14.5
"Антонович_Дмитро_Володимирович",479,3,41,13.0
"Козловський_Іван_Семенович",477,3,100,10.5
DCH,471,5,35,13.0
"Майдан_Свободи_(Харків)",470,6,34,14.0
"Герб_Харкова",467,2,48,11.0
"Металіст_(стадіон)",466,5,33,14.0
"Кекелія_Віра_Варламівна",459,3,64,12.0
"Дідік_Данило_Андрійович",458,4,43,12.0
"Бурачек_Микола_Григорович",457,0,119,5.0
"Тимченко_Йосип_Андрійович",455,2,34,12.5
"Василь_Еллан-Блакитний",455,4,41,12.0
"Чубарева_Ольга_Олексіївна",454,0,47,8.5
"Антоненко-Давидович_Борис_Дмитрович",453,4,24,14.0
"Заваров_Олександр_Анатолійович",450,3,34,12.5
"Національна_академія_Національної_гвардії_України",450,7,23,13.0
"Дар'я_Кобякова",439,3,26,12.0
"Фукс_Павло_Якович",434,2,95,10.0
"Кирющенко_Олексій_Адольфович",433,0,81,9.0
"Т-16_(трактор)",428,5,21,13.0
"Кобцев_Михайло_Валентинович",427,1,122,8.5
"Чечетов_Михайло_Васильович",424,6,21,13.0
"Дзеркальний_струмінь",422,1,40,11.5
"Базилевич_Анатолій_Дмитрович",422,0,105,3.5
"Білецький_Володимир_Стефанович",416,0,25,13.0
"Шевченківський_район_(Харків)",414,2,44,10.5
"Київське_вище_військове_інженерне_училище_зв'язку",406,1,102,6.0
"Туган-Барановський_Михайло_Іванович",405,1,34,13.0
"Список_станцій_Харківського_метрополітену",403,4,28,12.0
"Харківський_національний_університет_радіоелектроніки",403,2,52,11.0
"Харківська_губернія",395,2,22,13.0
"Ігор_(Ісіченко)",395,1,37,12.0
"Гмиря_Борис_Романович",390,3,25,12.0
"Населення_Харкова",388,4,25,10.0
"Варченко_Іван_Григорович",387,0,87,6.5
"III_Всеукраїнський_з'їзд_Рад",384,1,40,10.5
"Автошлях_М_03",383,4,32,10.5
"Шалімов_Олександр_Олексійович",382,4,58,11.0
"Сухомлин_Сергій_Іванович",379,5,32,10.5
"Кошелєва_Альона_Володимирівна",379,1,98,7.0
"Барабашово",378,4,22,12.0
"Національний_університет_цивільного_захисту_України",378,2,27,11.0
"Рудницький_Степан_Львович",376,4,38,9.0
"Шахов_Сергій_Володимирович",372,3,26,11.5
"Яловий_Михайло_Омелянович",371,1,27,10.5
"Семенюк-Самсоненко_Валентина_Петрівна",370,4,33,9.5
"Київський_район_(Харків)",370,1,45,9.0
"Атрошенко_Владислав_Анатолійович",368,4,22,10.0
"Парк_імені_Максима_Горького_(Харків)",367,1,27,9.0
"Фельдман_Олександр_Борисович",364,6,25,11.0
"Алчевська_Христина_Олексіївна",364,2,49,10.0
"Пилипишин_Віктор_Петрович",362,3,28,11.0
"Рахманін_Сергій_Іванович",360,1,20,11.5
"Східне_оперативно-територіальне_об'єднання_НГУ",359,3,26,11.0
"Ракло",359,4,21,11.0
"Харків-Пасажирський",357,2,32,10.0
"Харківський_національний_академічний_театр_опери_та_балету_імені_Миколи_Лисенка",356,5,19,11.0
"Жадан_і_Собаки",355,3,31,10.0
"Яковенко_Олександр_Павлович",354,1,69,7.5
"Люлька_Архип_Михайлович",354,1,93,6.5
"Харківський_колегіум",353,2,28,11.0
"Проросійські_виступи_у_Харкові_(2014)",353,2,25,10.0
"Тацій_Василь_Якович",348,4,21,9.0
"Індустріальний_район_(Харків)",348,0,35,9.0
"Сердюк_Лесь_Олександрович",348,2,32,9.0
"Назаренко_Сергій_Юрійович",346,3,24,10.0
"Поліщук_Валер'ян_Львович",346,1,38,9.5
"Колесніченко_Вадим_Васильович",345,0,22,10.0
"Богуслаєв_Вячеслав_Олександрович",344,3,26,11.0
"Цаплієнко_Андрій_Юрійович",344,2,34,9.0
"Московський_район_(Харків)",339,1,31,7.5
"Ранок_(видавництво,_Харків)",338,1,102,7.5
"Список_вулиць_Харкова_(К)",336,0,25,11.5
"Харківський_національний_педагогічний_університет_імені_Григорія_Сковороди",336,2,27,10.0
"Палладін_Олександр_Володимирович",335,2,25,10.5
"5-та_окрема_бригада_НГ_(Україна)",334,0,24,11.0
"Шульженко_Клавдія_Іванівна",333,1,86,7.5
"Депеш_Мод",333,3,20,10.0
"Харківське_конструкторське_бюро_машинобудування",332,3,21,10.0
"Уда_(річка)",330,0,26,11.0
"Харківський_ботанічний_сад",329,0,32,8.5
"Старостенко_Юрій_Михайлович",328,0,44,3.0
"Аваков_Олександр_Арсенович",328,3,43,9.0
"Слово_(будинок)",328,2,19,9.5
"Техноком",325,1,47,9.0
"Соболь_Едуард_Олександрович",325,0,36,6.5
"Тесленко_Данило_Ігорович",323,3,27,9.0
"Срезневський_Ізмаїл_Іванович",322,1,22,10.0
"Донченко_Олесь_Васильович",322,0,32,7.5
"Бекетов_Олексій_Миколайович",321,2,32,8.0
"Курчатов_Ігор_Васильович",321,3,22,9.0
"Лопань_(притока_Уди)",320,2,26,9.0
"Військовий_інститут_танкових_військ_НТУ_«ХПІ»",320,1,30,9.0
"Харківський_апеляційний_суд",320,1,20,9.5
"Національний_аерокосмічний_університет_імені_М._Є._Жуковського_«Харківський_авіаційний_інститут»",319,1,28,9.0
"Боровиковський_Левко_Іванович",319,1,18,10.0
"Німецька_окупація_Харкова",319,1,30,8.5
"Воробей_Андрій_Олексійович",314,5,17,9.0
"Головко_Андрій_Васильович",314,1,42,7.0
"Люди,_пов'язані_з_Харковом",313,1,32,8.0
"Сумська_вулиця_(Харків)",312,2,26,8.0
"Українська_академія_друкарства",309,4,21,8.5
"Т-012_(трактор)",309,3,17,9.5
"Березовський_Денис_Валентинович",308,2,26,8.5
"Кацуба_Олександр_Володимирович",306,2,29,8.5
"Алчевський_Олексій_Кирилович",305,0,18,9.5
"Фесенко_Володимир_В'ячеславович",303,3,19,9.0
"Денисенко_Анатолій_Петрович",302,1,28,8.0
"Теракт_під_час_Маршу_єдності_в_Харкові_(2015)",300,0,90,5.0
"Харківський_національний_університет_внутрішніх_справ",300,2,18,9.5
"Мірошниченко_Євгенія_Семенівна",299,2,33,9.0
"Харківський_бронетанковий_завод",298,3,21,7.0
"Окремий_загін_розвідки_спеціального_призначення_«Арес»",298,4,16,9.0
"Баганець_Олексій_Васильович",296,1,41,6.0
"Гладкий_Олександр_Миколайович",296,2,22,9.0
"Шенцев_Дмитро_Олексійович",295,2,46,7.0
"Лимонов_Едуард_Веніамінович",294,5,33,8.0
"Дунаєвський_Ісак_Осипович",294,0,106,5.0
"Саймон_Кузнець",294,2,26,7.0
"Список_вулиць_Харкова_(М)",292,1,19,9.0
"Бублик_Юрій_Васильович",292,2,36,6.0
"Фоменко_Михайло_Іванович",291,2,27,7.5
"Вімм-Білль-Данн_Україна",291,4,17,8.0
"Гриньов_Володимир_Борисович",290,1,41,7.0
"Загорій_Гліб_Володимирович",290,1,25,7.5
"Маліков_Віталій_Володимирович",288,2,23,9.0
"ЄрміловЦентр",285,0,54,2.0
"Давтян_Олександр_Саркісович",283,1,27,8.5
"Харківський_національний_економічний_університет_імені_Семена_Кузнеця",278,3,16,8.0
"Свято-Успенський_собор_(Харків)",278,2,33,8.0
"Кучер_Олександр_Миколайович",278,2,23,8.0
"Мартиненко_Микола_Володимирович",278,2,19,7.5
"Список_вулиць_Харкова_(С)",277,1,26,8.0
"Харківська_(станція_метро)",277,1,17,9.0
"Кнорозов_Юрій_Валентинович",276,1,23,8.0
"Вернадський_Іван_Васильович",276,2,27,8.0
"Бєсєдін_Артем_Юрійович",276,2,22,8.5
"Удовиченко_Олександр_Іванович",275,1,83,5.5
"Свято-Благовіщенський_кафедральний_собор_(Харків)",275,2,22,7.5
"Т-150_(трактор)",273,1,18,8.5
"Харківський_велосипедний_завод",272,1,19,8.0
"Харківський_національний_університет_міського_господарства_імені_О._М._Бекетова",272,3,18,8.0
"Кобін_Василь_Васильович",269,3,18,8.5
"Бекетов_Микола_Миколайович",269,0,34,7.0
"Онопенко_Василь_Васильович",267,2,15,8.0
"Буряк_Леонід_Йосипович",267,3,15,8.0
"Електроважмаш",266,3,21,8.0
"Національний_університет_фізичного_виховання_і_спорту_України",265,3,19,8.0
"Одеська_(станція_метро,_Харків)",265,3,21,7.0
"Швайка_Ігор_Олександрович",265,1,21,7.5
"БВМП-84",264,1,22,7.0
"Свідзінський_Володимир_Євтимович",264,2,22,8.0
"Всесвіт_(журнал)",263,0,18,8.0
"Писаренко_Валерій_Володимирович",262,1,22,8.0
"Список_вулиць_Харкова_(В)",259,0,20,9.0
"Суслов_Віктор_Іванович",259,0,36,5.0
"Добкін_Дмитро_Маркович",255,2,19,8.0
"Гутцайт_Оксана_Петрівна",254,1,23,6.0
"164-та_радіотехнічна_бригада_(Україна)",253,1,25,7.0
"Список_вулиць_Харкова_(Г)",251,0,22,8.0
"Губаренко_Віталій_Сергійович",250,0,19,7.0
"Болбат_Сергій_Сергійович",249,0,43,6.0
"Смолич_Юрій_Корнійович",248,2,24,6.0
"302-й_зенітний_ракетний_полк_(Україна)",248,1,23,7.0
"Симона_Вілар",247,0,67,5.0
"Балтача_Сергій_Павлович",247,2,49,5.5
"Українська_медична_стоматологічна_академія",247,2,22,7.0
Nokturnal_Mortum,247,2,15,7.5
"Харківська_медична_академія_післядипломної_освіти_МОЗ_України",246,2,17,7.5
"Список_вулиць_Харкова_(П)",241,0,18,8.0
"Основ'янський_район",241,0,19,6.0
"Севрук_Юрій_Григорович",240,1,15,7.0
"Панч_Петро_Йосипович",240,1,26,7.0
"Оркестр_Че",240,3,14,6.0
"Вовчанчин_Ігор_Ярославович",238,1,19,5.5
"Харківське_шосе_(Київ)",238,2,14,7.0
"Іванчик_Віктор_Петрович",237,1,18,7.0
"Барабашов_Микола_Павлович",236,1,59,5.0
"Волошин_Владислав_Валерійович",235,1,16,7.0
"Петренко_Олексій_Васильович",233,2,24,6.5
"Немишлянський_район",232,0,21,6.0
"Паламарчук_Микола_Петрович",232,1,19,7.0
"Семиноженко_Володимир_Петрович",231,2,28,6.0
"Межевікін_Євген_Миколайович",229,2,12,7.0
"ХТЗ-2511_(трактор)",228,2,11,7.5
"Харківський_національний_медичний_університет",228,3,13,7.0
"Автошлях_М_18",227,0,25,6.0
"Касьян_Микола_Андрійович",227,1,15,7.0
"Губерман_Ігор_Миронович",226,3,25,6.0
"Харківський_національний_університет_мистецтв_імені_Івана_Котляревського",226,2,14,7.0
"Слобідський_район",223,1,20,7.0
"Козицький_Пилип_Омелянович",222,0,16,7.0
"Луганський_прикордонний_загін",222,1,18,5.5
"Качанівська_виправна_колонія_№_54",222,1,31,5.0
"Бушуєв_Костянтин_Володимирович",221,0,19,6.0
"Український_державний_університет_залізничного_транспорту",218,2,13,6.5
"Міляєва_Людмила_Семенівна",218,0,26,5.0
"Мейєр_Зайдер",216,1,15,6.0
"Майдан_Конституції_(Харків)",216,0,14,6.0
"Мегабанк",216,1,20,6.0
"Інститут_літератури_імені_Тараса_Шевченка_НАН_України",215,1,20,5.0
"Ананченко_Олександр_Євгенович",215,2,29,5.0
"Лубінець_Дмитро_Валерійович",214,1,18,7.0
"Турист_(велосипед)",214,2,13,6.0
"Жилін_Євген_Володимирович",214,1,14,6.5
"Вісті_ВУЦВК",213,0,51,3.0
"Дієго_де_Соуза_Андраде",212,0,101,3.0
"Хворост_Люцина_Володимирівна",211,1,15,6.5
"ПЗМ-2",211,0,15,6.0
"Лежньова_Ольга_Миколаївна",210,1,20,6.0
"Геліос_(футбольний_клуб)",210,0,18,6.0
"Харківська_школа_фотографії",209,0,73,2.0
"Єрмилов_Василь_Дмитрович",209,0,24,5.0
"Півненко_Богдана_Іванівна",208,1,13,5.0
"Харківський_військовий_університет",208,0,13,6.0
"Колодуб_Лев_Миколайович",208,1,21,5.0
"Крушельницький_Антін_Володиславович",207,0,27,6.0
"Сас_Сергій_Володимирович",207,1,67,4.0
"Толмачов_Віктор_Ілліч",207,2,15,5.0
"Водяной_Михайло_Григорович",206,1,32,5.0
Velotrade,206,1,12,6.0
"Харківська_державна_наукова_бібліотека_імені_В._Г._Короленка",206,1,19,6.0
"Шверк_Григорій_Аронович",204,0,20,5.5
"Харківський_національний_технічний_університет_сільського_господарства_імені_Петра_Василенка",204,1,18,5.5
"Юнацька_спілка",204,0,14,6.0
"Кузьмін_Ренат_Равелійович",203,2,18,6.0
"Будинок_«Слово»_(фільм,_2017)",201,1,13,6.0
"Лунченко_Валерій_Валерійович",201,1,21,5.0
"Сад_імені_Тараса_Шевченка_(Харків)",200,0,31,5.0
"Сенченко_Іван_Юхимович",200,1,14,5.5
"Ювілейний_проспект_(Харків)",200,1,14,6.0
"Черниш_Вадим_Олегович",198,1,20,5.0
"Олексіївська_лінія",197,1,22,5.0
"Бойко_Віктор_Степанович",197,0,23,4.0
"ХТЗ-170_(трактор)",197,1,13,6.0
"Сумський_прикордонний_загін",196,2,13,6.0
"Таран-Терен_Віктор_Васильович",196,1,24,5.0
"Синянський_Олег_Григорович",196,1,24,6.0
"Авангард_(літературна_група)",195,0,21,4.0
"Білодід_Іван_Костянтинович",194,0,20,4.5
"Харківський_зоопарк",194,1,12,6.0
"Петрицький_Анатолій_Галактіонович",194,0,19,5.0
"Котвіцький_Ігор_Олександрович",193,2,30,4.0
"Тронько_Петро_Тимофійович",193,0,15,7.0
"Харківський_трамвай",192,1,14,6.0
"Білецький_Олександр_Іванович",191,1,15,5.0
"Горяїнов_Олександр_Сергійович",191,1,22,5.0
"Медведько_Олександр_Іванович",190,2,11,6.0
"Дмитрієв_Анатолій_Анатолійович",189,1,22,5.0
"Харківська_гуманітарно-педагогічна_академія",189,1,13,6.0
"Олійник_Денис_Вікторович",188,1,13,5.5
"Рота_поліції_«Східний_корпус»",188,1,12,5.0
"Рогань_(пивзавод)",187,2,11,5.0
"Дніпро_(журнал)",187,0,14,5.0
"Ліцей-інтернат_№23_«Кадетський_корпус»",186,1,12,5.0
"Данилевський_Василь_Якович",186,0,17,5.0
"Микитенко_Іван_Кіндратович",186,1,11,5.5
"Безсонов_Володимир_Васильович",186,0,22,5.0
"Матч_(фільм,_2012)",186,1,13,5.0
"Пам'ятник_незалежності_(Харків)",186,1,19,5.0
"Римарська_вулиця_(Харків)",185,0,22,4.0
"Набок_Олександр_Миколайович",184,1,22,5.0
"Харківський_художній_музей",183,0,31,5.0
"Національний_фармацевтичний_університет",181,0,13,4.0
"Шуст_Богдан_Романович",181,1,16,5.0
"Мойсеєв_Станіслав_Анатолійович",181,2,14,5.0
"Вулиця_Бучми_(Харків)",180,1,14,6.0
"Ляпунов_Олександр_Михайлович",180,1,27,3.5
"Український_вісник_(1816—1819)",180,0,11,5.0
"Чичибабін_Борис_Олексійович",178,0,21,3.5
"Алфімова_Людмила_Іванівна",178,0,59,3.0
"Апанович_Олена_Михайлівна",177,1,27,4.0
"Бредун_Євген_Дмитрович",177,0,56,2.0
"Полтавський_політехнічний_коледж",177,0,13,5.5
"Сторчеус_Руслан_Олександрович",177,0,59,2.0
"Генрі_Лайон_Олді",176,1,15,5.0
"Автошлях_E105",176,1,19,4.0
"Фоліо_(видавництво)",175,0,13,5.0
"Молодь_України_(газета)",174,1,15,6.0
"Московський_проспект_(Харків)",174,0,13,4.5
"Христюк_Павло_Оникійович",174,0,16,5.0
"Убийвовк_Олена_Костянтинівна",173,0,14,5.0
"Танго_смерті_(фільм)",173,0,94,3.0
"Ковальова_Ольга_Миколаївна",173,0,26,8.0
"Список_вулиць_Харкова_(Б)",173,0,15,7.0
"Мартос_Борис_Миколайович",173,0,15,4.5
"Калиниченко_Максим_Сергійович",173,1,19,4.5
"Інститут_неврології,_психіатрії_та_наркології_НАМН_України",173,0,15,5.0
"Салтівська_лінія",173,1,20,3.5
"Худжамов_Рустам_Махмудкулович",170,1,13,4.0
"Мисла_Мирослав_Іванович",170,2,10,5.0
Drudkh,170,1,14,4.5
"Рибалка_Сергій_Олександрович",170,1,19,4.0
"Пальма_Мерцалова",170,0,14,5.0
"Кириченко_Сергій_Олександрович_(генерал_армії)",169,2,12,5.0
"Мацієвич_Левко_Макарович",169,1,10,5.0
"Сумцов_Микола_Федорович",169,0,15,4.5
"Савкін_Олег_Володимирович",169,0,39,4.0
"Харківський_національний_аграрний_університет_імені_В._В._Докучаєва",168,0,14,5.0
"Сугоняко_Олександр_Леонідович",168,0,16,4.5
"Отамановський_Валентин_Дмитрович",167,1,23,4.0
"Лінке_Володимир_Іванович",167,0,24,4.0
"Вулиця_Маршала_Бажанова_(Харків)",167,1,13,5.0
"Березіль_(журнал)",167,1,11,5.0
"Мисик_Василь_Олександрович",166,0,16,4.5
"Бакіров_Віль_Савбанович",166,1,13,5.0
"Білецький_Андрій_Олександрович",165,0,17,5.0
"Женченко_Віктор_Васильович",165,1,16,4.0
"Балабуєв_Петро_Васильович",165,2,11,5.0
"Вулиця_Євгена_Котляра_(Харків)",165,1,10,5.0
"Литвинов_Анатолій_Васильович",164,0,11,5.0
"Дудко_Денис_Юрійович",164,0,15,4.5
"Вулиця_Велика_Панасівська_(Харків)",162,0,15,5.0
"Дерегус_Михайло_Гордійович",162,0,22,4.0
"Шаповалов_Юрій_Анатолійович",162,0,12,4.0
"Балута_Ігор_Миронович",162,1,12,4.0
"Пилипенко_Сергій_Володимирович",162,0,17,5.0
"Бондаренко_Богдан_Вікторович",162,0,19,4.0
"Харківська_ТЕЦ-5",162,1,16,4.0
"Житлобуд-1_(футбольний_клуб)",161,1,11,5.0
"Природно-заповідний_фонд_Харкова",161,0,18,4.0
"Омельченко_Вадим_Володимирович",161,0,13,4.0
"Іоано-Богословський_храм_(Харків)",161,1,14,4.5
"Харківська_окрема_авіаційна_ескадрилья",160,1,21,3.0
"Кулиничі_(Харків)",160,1,12,4.0
"Дробицький_Яр",160,0,21,4.0
"Жолдак_Андрій_Валерійович",159,0,14,4.0
"Vivat_(видавництво)",158,1,9,5.0
"Новобаварський_район",158,1,15,4.0
"Приступа_Едуард_Вікторович",158,1,9,5.0
"Т-74_(трактор)",158,2,10,4.0
"Ейфелева_вежа_(Харків)",158,0,12,5.0
"Харківський_фізико-технічний_інститут",158,1,9,5.0
"Бабич_Олександр_Олександрович",157,0,15,4.5
